J0332+5434,2270,200
J0528+2200,80,30
J0630-2834,240,100
J0826+2637,80,50
J0837+0610,50,30
J1136+1551,200,50
J1239+2453,80,10
J1645-0317,470,200
J1752-2806,650,100
J1913-0440,140,50
J1921+2153,170,80
J1932+1059,370,150
J1935+1616,290,50
J1948+3540,170,50
J2018+2839,160,80
J2048-1616,150,20
J2113+4644,110,40
J2219+4754,90,20
