J0332+5434	920	368
J0454+5543	110	44
J0700+6418	140	56
J0814+7429	300	120
J0826+2637	410	164
J0837+0610	1050	420
J0922+0638	470	188
J0946+0951	390	156
J0953+0755	1500	600
J1136+1551	670	268
J1239+2453	90	36
J1509+5531	600	240
J1543+0929	290	116
J1645-0317	510	204
J1840+5640	110	44
J1921+2153	1750	700
J2018+2839	400	160
J2113+2754	90	36
J2219+4754	1760	704
J2225+6535	160	64
