J0030+0451,4.333,0.61(1),12.6(2),99(1),380±,200†,80±,40,7.9,±,0.2,430−2.15+0.25,−0.52,1,,38
J0034−0534,13.765,0.54(1),28.8(4),491(2),250±,120,400±,100,17±,5,436−2.64±,0.05,2,,38
J0214+5222,22.037,1.5(2),6.1(8),21.0(7),...,4.1,0.90,350−1.6,32
J0218+4232,61.252,0.77(2),33.1(8),37.6(8),270±,150‡,530±,70,30–40,410−2.41±,0.04,3,,38
J0337+1715,21.316,0.85(4),16(2),5.0(7),...,50±,100∼2,1400−1.4,±,1,30,,22
J0407+1607,35.65,4.2(1),16.4(4),56.5(8),...,50±,50,10.2,430−1.4,±,1,34,,22
J0621+1002,36.601,6.1(2),21.3(8),20(1),50±,25†,170±,380,1.9,±,0.3,800−2.5,±,1.4,4
J0636+5129,11.107,0.14(2),4.9(8),4.1(8),...,5.5,1.8,350−1.2,32
J0645+5158,18.247,0.16(2),1.8(2),4.7(7),...,20,2.4,350−2.2,32
J0737−3039A,48.920,2.5(2),11.2(8),64(10),...,40±,80,1.6,±,0.3,1400−1.4,±,1,5,,22
J0751+1807,30.249,0.65(5),19(2),5.5(8),70±,30,30±,10,10,430−0.9,±,0.3,6,,4
J1012+5307,9.023,0.69(2),13.1(4),34.5(5),30±,15,220±,90,30,410−1.8,±,0.4,7,,4
J1022+1001,10.252,1.00(3),6.1(2),40.7(9),90±,40,110±,40,20±,9,370−1.7,±,0.1,8,,4
J1023+0038,14.325,0.15(1),9.1(8),48(2),...,440–3400,0.4–3.1,1600,∼−2.8,31,,9
J1024−0719,6.485,0.54(4),10.4(8),21(2),200±,100,30±,10,4.6,±,1.2,410/430−1.5,±,0.2,10,,4
J1038+0032,26.59,5.4(2),18.7(8),16(1),...,5,±,10,0.20±,0.04,1400−1.4,±,1,5,,22
J1231−1411,8.090,0.41(3),11.1(8),22(3),...,5,±,7,0.4,820−1.4,±,1,27,,22
B1257+12,10.166,0.63(1),10.2(2),80.9(9),150±,50,180±,90,20,430−1.9,±,0.5,11,,4
J1453+1902,14.049,0.96(9),17(2),6(1),...,10±,10,2.2,±,0.1,430−1.4,±,1,36,,22
J1544+4937,23.226,0.45(3),21(2),11.5(5),...,40,5.4,322−2.3,37
J1640+2224,18.426,0.21(1),6.7(4),15.1(9),450±,200†,370±,180,2±,1,1472−2.18±,0.12,4,,38
J1709+2313,25.347,0.80(7),17(2),3.4(6),...,30±,5,2.52±,0.07,430−2.1,±,0.1,35
J1713+0747,15.992,0.44(4),9.5(8),11(1),250±,100,200±,20,36,430−1.5,±,0.1,12,,4
J1730−2304,9.617,0.78(6),9.6(8),130(20),310±,120,350±,120,43±,6,436−1.8,±,0.3,13,,4
J1738+0333,33.778,0.58(5),9.9(8),17(3),...,50±,100,2,1400−1.4,±,1,29,,22
J1744−1134,3.139,0.23(3),5.6(8),38(5),220±,100†,160±,20,18±,2,436−1.85±,0.08,2,,38
J1810+1744,39.659,0.566(3),34.1(2),563(1),...,240±,30,20,350−2.57±,0.16,14,,38
J1816+4510,38.887,0.69(2),21.7(8),83.5(5),...,10,1.5,350−2,32
J1853+1303,30.570,0.75(6),18(2),18(2),...,10±,20,0.4,±,0.2,1400−1.4,±,1,15,,22
B1855+09,13.300,0.85(4),15.9(8),32(3),450±,250,140±,30,32±,6,430−1.3,±,0.2,16
J1905+0400,25.692,0.7(1),18(3),21(4),...,1,±,2,0.05±,0.01,1400−1.4,±,1,33,,22
J1911−1114,30.975,0.64(6),18(2),38(4),260±,130,470±,110,31±,9,400−2.45±,0.06,17,,38
J1918−0642,26.554,1.9(1),24(2),38(3),...,30±,5,5.9,±,0.6,350−1.67±,0.06,18
J1923+2515,18.858,0.37(1),9.7(4),17(1),...,15±,5,0.6,±,0.2,820−1.7,28
B1937+21,71.040,0.697(6),44.7(4),370(2),...,4950±,490,232±,25,430−2.59±,0.04,16,,38
J1944+0907,24.34,1.48(2),28.6(4),81(2),...,20±,20,3.9,±,0.3,430−1.4,±,1,19,,22
B1953+29,104.501,1.98(5),32.3(8),38(1),...,200±,80,15±,5,430−2.2,±,0.3,20,,4
B1957+20,29.117,0.576(6),35.8(4),155(1),...,400–1300∼25+25−13,430−2.79±,0.11,21,,38
J2019+2425,17.203,0.51(6),13(2),6(1),190±,100,15±,15,2.7,±,0.7,430−1.4,±,1,26,,22
J2043+1711,20.710,0.415(9),17.4(4),34(1),...,3,±,2,0.8,350−1.4,±,1,14,,22
J2051−0827,20.745,0.48(2),10.7(4),43(3),250±,100†,180±,60,22,436−1.8,±,0.3,23,,4
J2145−0750,8.998,1.17(2),7.3(1),162(2),480±,120,470±,130,100±,30,436−1.33±,0.18,2,,38
J2214+3000,22.557,0.47(5),15(2),5.4(7),...,30±,40,2.1,820−1.4,±,1,27,,22
J2215+5135,69.2,0.76(1),29.0(4),53(2),...,120±,20,5,350−3.22+0.15,−0.23,14,,38
J2235+1506,18.09,2.5(2),4.2(4),6(1),170±,80‡,15±,15,3,430−1.4,±,1,12,,22
J2302+4442,13.762,0.64(4),12.4(8),8.8(7),...,30±,60,1.2,±,0.4,1400−1.4,±,1,24,,22
J2317+1439,21.907,0.27(1),7.7(4),37.9(8),90±,50,90±,30,19±,5,430−1.4,±,0.3,25,,4
J2322+2057,13.372,0.3(2),7(3),2(1),75±,40,15±,15,2.8,±,1.2,430−1.4,±,1,25,,22
