Pulsar Jname,Frequency (MHz),Bandwidth (MHz),Flux Density (mJy),Flux Density Uncertainty (mJy)
J0621+1002,575.0,40.0,4.4,1.9
J0621+1002,800.0,40.0,1.9,0.3
J0631+1036,430.0,8.0,1.5
J1022+1001,430,8.0,23.0,8.0
B1133+16,430.0,8.0,300
B1821+05,430.0,8.0,19
B1852+10,430.0,8.0,11
B1854+00,430.0,8.0,5
J1859+1526,430.0,8.0,1.5
B1900+05,430.0,8.0,14
B1907+00,430.0,8.0,11
B1907+10,430.0,8.0,55
B1917+00,430.0,8.0,14
B1920+21,430.0,8.0,30
B1922+20,430.0,8.0,4
B1929+10,430.0,8.0,250
B1946+35,430.0,8.0,145
B2044+15,430.0,8.0,12
J2215+1538,430.0,8.0,4
B2303+30,430.0,8.0,30
